"","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date","no_chemistry","why_no_chemistry","LAKE","purpose"
"143","2001har5s51","Carbon, Dissolved Organic (DOC)","2020-09-30","DOC","D",6.6,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0102HAR5128",NA
"144","2001har5s51","CHLORIDE (AS CL)","2020-09-30","16887-00-6","T",193,"mg/l",3,"mg/l",10,NA,"A","","2020-12-09",NA,NA,"0102HAR5128",NA
"145","2001har5s51","Chlorophyll A","2020-09-30","479-61-8","T",1.26,"ug/l",NA,"ug/l",0.04,NA,"A","","2020-12-09",NA,NA,"0102HAR5128",NA
"146","2001har5s51","Color, True","2020-09-30","COLOR","T",22,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"0102HAR5128",NA
"147","2001har5s51","HARDNESS (AS CACO3)","2020-09-30","HARD","T",72.5,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0102HAR5128",NA
"148","2001har5s51","Iron","2020-09-30","7439-89-6","T",94.1,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0102HAR5128",NA
"149","2001har5s51","Manganese","2020-09-30","7439-96-5","T",38.1,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0102HAR5128",NA
"150","2001har5s51","Nitrate+Nitrite as Nitrogen","2020-09-30","NO3NO2N","T",0.002,"mg/l",0.0015,"mg/l",0.002,NA,"A","","2020-12-09",NA,NA,"0102HAR5128",NA
"151","2001har5s51","Nitrogen, ammonia (As N)","2020-09-30","7664-41-7","T",0.016,"mg/l",0.003,"mg/l",0.01,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"0102HAR5128",NA
"152","2001har5s51","NITROGEN, KJELDAHL, TOTAL","2020-09-30","KN","T",0.54,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"0102HAR5128",NA
"153","2001har5s51","NITROGEN, NITRATE (AS N)","2020-09-30","14797-55-8","T",NA,"mg/l",NA,"mg/l",0.05,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0102HAR5128",NA
"154","2001har5s51","NITROGEN, NITRITE","2020-09-30","14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0102HAR5128",NA
"155","2001har5s51","pH of Color Analysis","2020-09-30","PHCOLOR","T",8.15,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"0102HAR5128",NA
"156","2001har5s51","PHOSPHORUS, DISSOLVED (AS P)","2020-09-30","7723-14-0","D",0.0057,"mg/l",0.0036,"mg/l",0.005,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"0102HAR5128",NA
"157","2001har5s51","PHOSPHORUS, TOTAL (AS P)","2020-09-30","7723-14-0","T",0.0097,"mg/l",0.0036,"mg/l",0.005,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"0102HAR5128",NA
"158","2001har5s51","SULFATE (AS SO4)","2020-09-30","14808-79-8","T",2.6,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0102HAR5128",NA
"159","2001har5s51","TOTAL ORGANIC CARBON","2020-09-30","TOC","T",6.6,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0102HAR5128",NA
"160","2001suc0s51","ALKALINITY, TOTAL (AS CaCO3)","2020-09-29","ALK","T",44.8,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"161","2001suc0s51","Arsenic","2020-09-29","7440-38-2","T",2,"ug/l",0.32,"ug/l",1,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"162","2001suc0s51","Calcium","2020-09-29","7440-70-2","T",14500,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"163","2001suc0s51","Carbon, Dissolved Organic (DOC)","2020-09-29","DOC","D",8,"mg/l",0.9,"mg/l",2,NA,"R","Result should be less than the total","2020-12-09",NA,NA,"0104SUC0132",NA
"164","2001suc0s51","CHLORIDE (AS CL)","2020-09-29","16887-00-6","T",5.2,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"165","2001suc0s51","Chlorophyll A","2020-09-29","479-61-8","T",29.8,"ug/l",NA,"ug/l",1.1,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"166","2001suc0s51","Color, True","2020-09-29","COLOR","T",37,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"167","2001suc0s51","HARDNESS (AS CACO3)","2020-09-29","HARD","T",44.1,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"168","2001suc0s51","Iron","2020-09-29","7439-89-6","T",635,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"169","2001suc0s51","Manganese","2020-09-29","7439-96-5","T",126,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"170","2001suc0s51","Nitrate+Nitrite as Nitrogen","2020-09-29","NO3NO2N","T",0.0033,"mg/l",0.0015,"mg/l",0.002,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"171","2001suc0s51","Nitrogen, ammonia (As N)","2020-09-29","7664-41-7","T",0.018,"mg/l",0.003,"mg/l",0.01,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"0104SUC0132",NA
"172","2001suc0s51","NITROGEN, KJELDAHL, TOTAL","2020-09-29","KN","T",2.2,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"173","2001suc0s51","NITROGEN, NITRATE (AS N)","2020-09-29","14797-55-8","T",NA,"mg/l",NA,"mg/l",0.05,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0104SUC0132",NA
"174","2001suc0s51","NITROGEN, NITRITE","2020-09-29","14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0104SUC0132",NA
"175","2001suc0s51","pH of Color Analysis","2020-09-29","PHCOLOR","T",8.08,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"176","2001suc0s51","PHOSPHORUS, DISSOLVED (AS P)","2020-09-29","7723-14-0","D",0.0133,"mg/l",0.0036,"mg/l",0.005,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"0104SUC0132",NA
"177","2001suc0s51","PHOSPHORUS, TOTAL (AS P)","2020-09-29","7723-14-0","T",0.106,"mg/l",0.018,"mg/l",0.025,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"178","2001suc0s51","SULFATE (AS SO4)","2020-09-29","14808-79-8","T",NA,"mg/l",0.4,"mg/l",2,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0104SUC0132",NA
"179","2001suc0s51","TOTAL ORGANIC CARBON","2020-09-29","TOC","T",7.5,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0104SUC0132",NA
"180","2001uwb5s51","ALKALINITY, TOTAL (AS CaCO3)","2020-09-28","ALK","T",58,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0103UWB5479",NA
"181","2001uwb5s51","Arsenic","2020-09-28","7440-38-2","T",0.67,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0103UWB5479",NA
"182","2001uwb5s51","Calcium","2020-09-28","7440-70-2","T",17400,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0103UWB5479",NA
"183","2001uwb5s51","Carbon, Dissolved Organic (DOC)","2020-09-28","DOC","D",10.3,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0103UWB5479",NA
"184","2001uwb5s51","CHLORIDE (AS CL)","2020-09-28","16887-00-6","T",4.8,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0103UWB5479",NA
"185","2001uwb5s51","Chlorophyll A","2020-09-28","479-61-8","T",2.43,"ug/l",NA,"ug/l",0.16,NA,"A","","2020-12-09",NA,NA,"0103UWB5479",NA
"186","2001uwb5s51","Color, True","2020-09-28","COLOR","T",40,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"0103UWB5479",NA
"187","2001uwb5s51","HARDNESS (AS CACO3)","2020-09-28","HARD","T",68.8,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0103UWB5479",NA
"188","2001uwb5s51","Iron","2020-09-28","7439-89-6","T",350,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"0103UWB5479",NA
"189","2001uwb5s51","Manganese","2020-09-28","7439-96-5","T",18.8,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0103UWB5479",NA
"190","2001uwb5s51","Nitrate+Nitrite as Nitrogen","2020-09-28","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0103UWB5479",NA
"191","2001uwb5s51","Nitrogen, ammonia (As N)","2020-09-28","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0103UWB5479",NA
"192","2001uwb5s51","NITROGEN, KJELDAHL, TOTAL","2020-09-28","KN","T",1.15,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"0103UWB5479",NA
"193","2001uwb5s51","NITROGEN, NITRATE (AS N)","2020-09-28","14797-55-8","T",NA,"mg/l",NA,"mg/l",0.05,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0103UWB5479",NA
"194","2001uwb5s51","NITROGEN, NITRITE","2020-09-28","14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0103UWB5479",NA
"195","2001uwb5s51","pH of Color Analysis","2020-09-28","PHCOLOR","T",8.53,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"0103UWB5479",NA
"196","2001uwb5s51","PHOSPHORUS, DISSOLVED (AS P)","2020-09-28","7723-14-0","D",0.0071,"mg/l",0.0036,"mg/l",0.005,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"0103UWB5479",NA
"197","2001uwb5s51","PHOSPHORUS, TOTAL (AS P)","2020-09-28","7723-14-0","T",0.023,"mg/l",0.0036,"mg/l",0.005,NA,"T","","2020-12-09",NA,NA,"0103UWB5479",NA
"198","2001uwb5s51","SULFATE (AS SO4)","2020-09-28","14808-79-8","T",2.5,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0103UWB5479",NA
"199","2001uwb5s51","TOTAL ORGANIC CARBON","2020-09-28","TOC","T",10.9,"mg/l",0.9,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0103UWB5479",NA
"200","2003coa0s41","ALKALINITY, TOTAL (AS CaCO3)","2020-08-18","ALK","T",30,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"201","2003coa0s41","Arsenic","2020-08-18","7440-38-2","T",0.65,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0303COA0048",NA
"202","2003coa0s41","Calcium","2020-08-18","7440-70-2","T",7800,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"203","2003coa0s41","Carbon, Dissolved Organic (DOC)","2020-08-18","DOC","D",4.9,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"204","2003coa0s41","CHLORIDE (AS CL)","2020-08-18","16887-00-6","T",4.1,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"205","2003coa0s41","Chlorophyll A","2020-08-18","479-61-8","T",0.649,"ug/l",NA,"ug/l",0.04,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"206","2003coa0s41","Color, True","2020-08-18","COLOR","T",19,"color unit",NA,"color unit",5,NA,"T","","2020-12-09",NA,NA,"0303COA0048",NA
"207","2003coa0s41","HARDNESS (AS CACO3)","2020-08-18","HARD","T",33.3,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"208","2003coa0s41","Iron","2020-08-18","7439-89-6","T",102,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"209","2003coa0s41","Manganese","2020-08-18","7439-96-5","T",14.2,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"210","2003coa0s41","Nitrate+Nitrite as Nitrogen","2020-08-18","NO3NO2N","T",0.0053,"mg/l",0.0015,"mg/l",0.002,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"0303COA0048",NA
"211","2003coa0s41","Nitrogen, ammonia (As N)","2020-08-18","7664-41-7","T",0.015,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"212","2003coa0s41","NITROGEN, KJELDAHL, TOTAL","2020-08-18","KN","T",0.25,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"213","2003coa0s41","pH of Color Analysis","2020-08-18","PHCOLOR","T",6.93,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"214","2003coa0s41","PHOSPHORUS, DISSOLVED (AS P)","2020-08-18","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0303COA0048",NA
"215","2003coa0s41","PHOSPHORUS, TOTAL (AS P)","2020-08-18","7723-14-0","T",0.0061,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"216","2003coa0s41","SULFATE (AS SO4)","2020-08-18","14808-79-8","T",NA,"mg/l",0.4,"mg/l",2,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0303COA0048",NA
"217","2003coa0s41","TOTAL ORGANIC CARBON","2020-08-18","TOC","T",5.1,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"218","2003coa0s42","ALKALINITY, TOTAL (AS CaCO3)","2020-08-18","ALK","T",29.6,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"219","2003coa0s42","Arsenic","2020-08-18","7440-38-2","T",0.48,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0303COA0048",NA
"220","2003coa0s42","Calcium","2020-08-18","7440-70-2","T",7610,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"221","2003coa0s42","Carbon, Dissolved Organic (DOC)","2020-08-18","DOC","D",4.8,"mg/l",0.5,"mg/l",1,NA,"R","Result should be less than the total","2020-12-09",NA,NA,"0303COA0048",NA
"222","2003coa0s42","CHLORIDE (AS CL)","2020-08-18","16887-00-6","T",4.6,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"223","2003coa0s42","Color, True","2020-08-18","COLOR","T",31,"color unit",NA,"color unit",5,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"0303COA0048",NA
"224","2003coa0s42","HARDNESS (AS CACO3)","2020-08-18","HARD","T",32,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"225","2003coa0s42","Iron","2020-08-18","7439-89-6","T",176,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"226","2003coa0s42","Manganese","2020-08-18","7439-96-5","T",87.6,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"227","2003coa0s42","Nitrate+Nitrite as Nitrogen","2020-08-18","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0303COA0048",NA
"228","2003coa0s42","Nitrogen, ammonia (As N)","2020-08-18","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0303COA0048",NA
"229","2003coa0s42","NITROGEN, KJELDAHL, TOTAL","2020-08-18","KN","T",0.27,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"230","2003coa0s42","pH of Color Analysis","2020-08-18","PHCOLOR","T",6.89,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"231","2003coa0s42","PHOSPHORUS, DISSOLVED (AS P)","2020-08-18","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0303COA0048",NA
"232","2003coa0s42","PHOSPHORUS, TOTAL (AS P)","2020-08-18","7723-14-0","T",0.0072,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"233","2003coa0s42","SULFATE (AS SO4)","2020-08-18","14808-79-8","T",NA,"mg/l",0.4,"mg/l",2,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0303COA0048",NA
"234","2003coa0s42","TOTAL ORGANIC CARBON","2020-08-18","TOC","T",4.5,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0303COA0048",NA
"235","2003dee0s41","ALKALINITY, TOTAL (AS CaCO3)","2020-08-19","ALK","T",156,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"236","2003dee0s41","Arsenic","2020-08-19","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0302DEE0142",NA
"237","2003dee0s41","Calcium","2020-08-19","7440-70-2","T",41200,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"238","2003dee0s41","Carbon, Dissolved Organic (DOC)","2020-08-19","DOC","D",8.7,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"239","2003dee0s41","CHLORIDE (AS CL)","2020-08-19","16887-00-6","T",22.5,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"240","2003dee0s41","Chlorophyll A","2020-08-19","479-61-8","T",1.96,"ug/l",NA,"ug/l",0.16,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"241","2003dee0s41","Color, True","2020-08-19","COLOR","T",40,"color unit",NA,"color unit",5,NA,"J","estimated value due to Equipment Blank error","2020-12-09",NA,NA,"0302DEE0142",NA
"242","2003dee0s41","HARDNESS (AS CACO3)","2020-08-19","HARD","T",179,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"243","2003dee0s41","Iron","2020-08-19","7439-89-6","T",NA,"ug/l",20,"ug/l",100,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0302DEE0142",NA
"244","2003dee0s41","Manganese","2020-08-19","7439-96-5","T",29.7,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"245","2003dee0s41","Nitrate+Nitrite as Nitrogen","2020-08-19","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0302DEE0142",NA
"246","2003dee0s41","Nitrogen, ammonia (As N)","2020-08-19","7664-41-7","T",0.012,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"247","2003dee0s41","NITROGEN, KJELDAHL, TOTAL","2020-08-19","KN","T",0.52,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"248","2003dee0s41","NITROGEN, NITRATE (AS N)","2020-08-19","14797-55-8","T",NA,"mg/l",NA,"mg/l",0.05,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0302DEE0142",NA
"249","2003dee0s41","NITROGEN, NITRITE","2020-08-19","14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0302DEE0142",NA
"250","2003dee0s41","pH of Color Analysis","2020-08-19","PHCOLOR","T",7.9,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"251","2003dee0s41","PHOSPHORUS, DISSOLVED (AS P)","2020-08-19","7723-14-0","D",0.005,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"252","2003dee0s41","PHOSPHORUS, TOTAL (AS P)","2020-08-19","7723-14-0","T",0.015,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"253","2003dee0s41","SULFATE (AS SO4)","2020-08-19","14808-79-8","T",8.1,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"254","2003dee0s41","TOTAL ORGANIC CARBON","2020-08-19","TOC","T",8.7,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"255","2003dee0s42","ALKALINITY, TOTAL (AS CaCO3)","2020-08-19","ALK","T",170,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"256","2003dee0s42","Arsenic","2020-08-19","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0302DEE0142",NA
"257","2003dee0s42","Calcium","2020-08-19","7440-70-2","T",40700,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"258","2003dee0s42","Carbon, Dissolved Organic (DOC)","2020-08-19","DOC","D",7.7,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"259","2003dee0s42","CHLORIDE (AS CL)","2020-08-19","16887-00-6","T",26.3,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"260","2003dee0s42","Color, True","2020-08-19","COLOR","T",25,"color unit",NA,"color unit",5,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"0302DEE0142",NA
"261","2003dee0s42","HARDNESS (AS CACO3)","2020-08-19","HARD","T",170,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"262","2003dee0s42","Iron","2020-08-19","7439-89-6","T",NA,"ug/l",20,"ug/l",100,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0302DEE0142",NA
"263","2003dee0s42","Manganese","2020-08-19","7439-96-5","T",2010,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"264","2003dee0s42","Nitrate+Nitrite as Nitrogen","2020-08-19","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0302DEE0142",NA
"265","2003dee0s42","Nitrogen, ammonia (As N)","2020-08-19","7664-41-7","T",0.411,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"266","2003dee0s42","NITROGEN, KJELDAHL, TOTAL","2020-08-19","KN","T",1.12,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"267","2003dee0s42","NITROGEN, NITRATE (AS N)","2020-08-19","14797-55-8","T",NA,"mg/l",NA,"mg/l",0.05,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0302DEE0142",NA
"268","2003dee0s42","NITROGEN, NITRITE","2020-08-19","14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0302DEE0142",NA
"269","2003dee0s42","pH of Color Analysis","2020-08-19","PHCOLOR","T",7.78,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"270","2003dee0s42","PHOSPHORUS, DISSOLVED (AS P)","2020-08-19","7723-14-0","D",0.0822,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"271","2003dee0s42","PHOSPHORUS, TOTAL (AS P)","2020-08-19","7723-14-0","T",0.106,"mg/l",0.008,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"272","2003dee0s42","SULFATE (AS SO4)","2020-08-19","14808-79-8","T",9.3,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"273","2003dee0s42","TOTAL ORGANIC CARBON","2020-08-19","TOC","T",8.2,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0302DEE0142",NA
"274","2003goo0s41","ALKALINITY, TOTAL (AS CaCO3)","2020-08-18","ALK","T",136,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0301GOO0167O",NA
"275","2003goo0s41","Arsenic","2020-08-18","7440-38-2","T",0.9,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0301GOO0167O",NA
"276","2003goo0s41","Calcium","2020-08-18","7440-70-2","T",39200,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0301GOO0167O",NA
"277","2003goo0s41","Carbon, Dissolved Organic (DOC)","2020-08-18","DOC","D",13.8,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0301GOO0167O",NA
"278","2003goo0s41","CHLORIDE (AS CL)","2020-08-18","16887-00-6","T",31.2,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0301GOO0167O",NA
"279","2003goo0s41","Chlorophyll A","2020-08-18","479-61-8","T",8.07,"ug/l",NA,"ug/l",0.64,NA,"A","","2020-12-09",NA,NA,"0301GOO0167O",NA
"280","2003goo0s41","Color, True","2020-08-18","COLOR","T",60,"color unit",NA,"color unit",5,NA,"J","estimated value due to Equipment Blank error","2020-12-09",NA,NA,"0301GOO0167O",NA
"281","2003goo0s41","HARDNESS (AS CACO3)","2020-08-18","HARD","T",153,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0301GOO0167O",NA
"282","2003goo0s41","Iron","2020-08-18","7439-89-6","T",281,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"0301GOO0167O",NA
"283","2003goo0s41","Manganese","2020-08-18","7439-96-5","T",540,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0301GOO0167O",NA
"284","2003goo0s41","Nitrate+Nitrite as Nitrogen","2020-08-18","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0301GOO0167O",NA
"285","2003goo0s41","Nitrogen, ammonia (As N)","2020-08-18","7664-41-7","T",0.111,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"0301GOO0167O",NA
